0000 
008192 
0.0000000000000000E+00 
  1943    0X1P-13    0X1.DD22F0D09B27FP-4 0X1.0EAB4A33B8763P-2 -0X1.9D1CB6C8285D2P-2    0X1.4D7031DA823C4P-3 -0X1.AFBEB0024C50DP-3 0X1.EB80346902786P-3    NAN
  1944    0X1P-13    0X1.64484A6D728C4P-3 0X1.60F2CBA03ADEEP-2 -0X1.A9082D1598602P-3    0X1.EA9E637BE0D7EP-2 -0X1.2FEB6CDDB6041P-3 0X1.EC69BCC780EF1P-2    NAN
  1945    0X1P-13    -0X1.7B3E8BC8593F6P-3 -0X1.AF1EF00D32E33P-4 -0X1.E0DED7CD99D32P-3    -0X1.45499A516942BP-3 -0X1.D8ACC9A29AED3P-1 -0X1.49C7DA5DBF294P-5    NAN
  1946    0X1P-13    -0X1.F8FF1176FB51CP+1 0X1.C4A8B100F714BP-1 0X1.88F6CEC01E309P-2    -0X1.FC0D2F73B1738P-3 -0X1.7277EBA661FFCP-8 0X1.0EAFC570FF70FP-3    NAN
  1947    0X1P-13    -0X1.E171DF4F4BB73P-1 0X1.4380464411594P-1 0X1.1BDCC4D57A5DAP+1    -0X1.C7E1340F68029P-3 -0X1.394AEDFCF0F19P-3 0X1.C26E319175441P-3    NAN
  1948    0X1P-13    0X1.1AA0368FADBDDP-1 0X1.0665D47DFBF72P-4 0X1.6C49A61C6AC75P-3    -0X1.0203C469BB31FP-1 0X1.1F9BFAA494F7AP-6 -0X1.14CC0A1776478P-2    NAN
  1949    0X1P-13    -0X1.182ECA7E43D26P-2 0X1.7CD16DCCF08C9P-4 0X1.181EB298E9A7P-5    0X1.40B598E67A4EAP-5 -0X1.C68D723A6AE13P-1 -0X1.3971649C32DEAP-1    NAN
  1950    0X1P-13    0X1.92CDBCAF37C34P-7 -0X1.D6586C15CFCCP-1 0X1.3497B1A59E8AP-2    -0X1.A5C7252F979BBP-3 0X1.2513F220FD0AEP-2 -0X1.A8445EBB9B51BP-4    NAN
  1951    0X1P-13    -0X1.5E67FF819A9D5P+0 -0X1.3C13EE531DE01P-2 -0X1.19A7DDD987A71P-2    -0X1.66478E5E6801BP-4 -0X1.195802E50044CP-3 0X1.4AA33A241E307P-4    NAN
  1952    0X1P-13    0X1.3DBCAA804D65AP-2 0X1.3D740A0D80D68P-2 -0X1.A05A59578C02CP-3    0X1.DBB935100FF8DP-5 -0X1.5F27A49FF3757P-4 0X1.863001BC893D6P-4    NAN
  1953    0X1P-13    -0X1.E76A6E9147766P-1 -0X1.387A1E2802ED9P-1 0X1.29F89DC8A2C44P-7    0X1.F443F7764A95BP-3 -0X1.15F8F9244AEECP-1 -0X1.2BCF9799DA46BP-2    NAN
  1954    0X1P-13    -0X1.148C6E3CD7993P+2 -0X1.C1942F55A6147P+1 0X1.2DA4650CD2311P+3    0X1.4A4E97CCA96D6P-7 -0X1.BA91992BB0EF9P-3 -0X1.1FB57FA9B1B3AP-3    NAN
  1955    0X1P-13    0X1.F24E808848623P+0 -0X1.F2359EA5DCD82P-7 0X1.347BEE24866FDP-2    -0X1.07413DD883BCP-12 0X1.FC8D9B93EE8D9P-2 -0X1.51ECB8B902651P-2    NAN
  1956    0X1P-13    0X1.3982F816F655CP-1 0X1.7ED7C241D19P-2 0X1.B372A4AF2AC32P-2    0X1.A31B8BE0E1857P-4 -0X1.0A201C3C5F29EP-3 0X1.16D6C8546E71BP-3    NAN
  1957    0X1P-13    -0X1.30458E399DE4CP-1 -0X1.683EA7FC67EF3P-2 -0X1.BE825B0127945P-2    -0X1.A8AC4CCF40DAEP-3 0X1.725CBF84DA776P-1 0X1.41BAA436092BFP-7    NAN
  1958    0X1P-13    -0X1.18F5B476FADEBP-4 0X1.27418F48D97F2P-2 -0X1.993D7854C3F39P-2    0X1.974781ED930CEP-3 -0X1.DCBA1C510A7C4P-2 -0X1.D16314CD02718P-1    NAN
  1959    0X1P-13    -0X1.809DC7DCC155P-2 -0X1.6EEEC4C231CDBP-3 0X1.82F4291A36E08P-6    0X1.678E356B4694P-2 0X1.09A8CF47668D7P+0 0X1.A17DAD8A4EE5P-2    NAN
  1960    0X1P-13    0X1.30FF45E076E2BP-1 0X1.1D3EC230A4564P-1 -0X1.09C07BC2643E6P-3    0X1.3447E7B693D87P-4 -0X1.459B3E0E6B3D3P-1 0X1.F31C13316DADEP-2    NAN
  1961    0X1P-13    0X1.92F241604128EP-2 0X1.8C36CFFC0583BP-2 -0X1.E5447BC3EFD74P-2    0X1.A2464F842DB98P-2 -0X1.7DF35817C916P-2 0X1.A2BB8CDB9B115P-3    NAN
  1962    0X1P-13    -0X1.59CD424504929P-3 0X1.123CE09411FFDP-2 0X1.6D1F7C8E71FC4P-2    -0X1.A0032E0553E29P-1 0X1.A4029CA0CBF2BP-3 -0X1.93309C970C0D7P-4    NAN
  1963    0X1P-13    0X1.0B2F7481E306DP-2 -0X1.22F5A7E42DBFP+0 -0X1.ABD955A885ADDP-1    0X1.0802DE5327AB2P-3 -0X1.0A67E2D7743CEP-2 0X1.3414DF422E8DDP-2    NAN
  1964    0X1P-13    -0X1.EFBDA740DBF4P-3 0X1.D1A26C85A3DA1P-3 0X1.1254D280D2289P+0    -0X1.3DEA879D3C3A3P-5 -0X1.E6C5F82AC3E3BP-3 0X1.C317458DFF771P-3    NAN
  1965    0X1P-13    0X1.3BA36FEDEAAFP-3 0X1.6211D28BEF0D9P-3 0X1.D31F4FBBC8BE4P-4    -0X1.9752EE807EEB2P-2 -0X1.D5013B7EDF3BCP-3 0X1.2F3739B6BD4DEP+0    NAN
  1966    0X1P-13    0X1.9B43B830D787DP-1 0X1.F0E3BA4B0ED28P-1 0X1.6AD09A97B5D98P+0    -0X1.46D48E2DEE2FP-3 0X1.C492E0D2E6B59P-2 0X1.D6B3E17DA1DA8P-4    NAN
  1967    0X1P-13    -0X1.87D6F4B695161P-2 -0X1.12D0A6D38FA14P+0 0X1.FA75DD9CF3298P-3    -0X1.AB83E03D3F012P-2 0X1.D87338C425BF7P-2 -0X1.0EB13E6E88E84P-1    NAN
  1968    0X1P-13    -0X1.15150280420E6P-2 0X1.D57B1020D9625P-1 -0X1.910D5628D590FP-1    0X1.03C809F8A8DDCP-1 0X1.7D30732E0F224P-4 0X1.724809A6724E9P-3    NAN
  1969    0X1P-13    0X1.C27D607895DE1P-4 0X1.C0CEFB3A6C3ABP-3 0X1.CE77FF036F9FEP-6    -0X1.87B41506FC423P-2 0X1.0458099ACD396P-5 0X1.11F38D856AF5EP-1    NAN
  1970    0X1P-13    0X1.F6A925BD7C579P-2 -0X1.0E55A802324FCP-4 0X1.7002742FA8617P-3    0X1.CC24D782A9A52P-2 0X1.1455D12513D79P-3 0X1.D7E4218DCF1ADP-3    NAN
  1971    0X1P-13    0X1.B6CA0F17F88EFP-4 0X1.74DA9907B3F22P-5 -0X1.3665A7F55834EP-2    -0X1.ACE664491AD39P-2 -0X1.0FC2AEAF6BCA8P-3 0X1.D7BCCC1C98926P-2    NAN
  1972    0X1P-13    -0X1.97F202B789119P-2 -0X1.D553D5C90BB49P-3 0X1.B850D4EFCC863P-2    0X1.3D7B06DDAC04P-4 -0X1.4DB4BD75F7F8DP-1 -0X1.191110E87D532P-5    NAN
  1973    0X1P-13    -0X1.E02CBEBDF19E9P-2 0X1.29DEE3FC90884P-4 -0X1.D5A1EA44B4066P-2    -0X1.D9AA69A630761P-3 0X1.A06CF82277957P-2 -0X1.8B5796D69E5EFP-1    NAN
  1974    0X1P-13    -0X1.5612AEC10FD93P-4 -0X1.62BD1E778BA4P-1 -0X1.CC430AA5D6E8FP-3    0X1.A1E5ACFA26EF9P-2 0X1.063C930A4E92EP-1 0X1.52795BA9FF354P-11    NAN
  1975    0X1P-13    -0X1.65C08CE1B7C45P-3 0X1.C40CD69F9F486P-1 -0X1.8D80A5602ED09P-4    0X1.D718E432E9166P-4 -0X1.ED9C24786C3BEP-2 -0X1.83FE88DC3614AP-2    NAN
  1976    0X1P-13    0X1.425FE559449F8P-4 0X1.906406694DFB9P-2 0X1.04C6D25D4A48DP+0    -0X1.2D6E5CE3A75CFP-3 0X1.A5E5734ED1353P-2 0X1.13867111ECDEBP-2    NAN
  1977    0X1P-13    0X1.38CE259CFECB9P-6 0X1.7711013E169FAP-3 -0X1.A9E35DBAE594BP-3    0X1.3726E9B66FA47P-2 0X1.58EFA3347F05P-2 -0X1.1928E9995489CP-1    NAN
  1978    0X1P-13    -0X1.572F308BD31CAP-1 -0X1.693FE3F1EA839P-1 0X1.79D657A8098E6P+0    0X1.A99890FC9F5A6P-4 0X1.05A8B38AA816BP-3 -0X1.D5D366F36AE6EP-4    NAN
  1979    0X1P-13    0X1.29BD21E80CF4EP+0 -0X1.6A4ACA969B1ACP-2 0X1.AF8F6D972C62AP-6    -0X1.B9B3929C0D2P-7 -0X1.69B72A8D91D35P-3 -0X1.368E89C26E785P-1    NAN
  1980    0X1P-13    -0X1.9DF0BCCBEEC0CP-4 -0X1.EE8CA26075032P-2 -0X1.C857CB9E6D664P-6    -0X1.3699567FA068CP-7 0X1.051AD681CC7F5P-2 0X1.302AC2ADDA94CP-3    NAN
  1981    0X1P-13    -0X1.3D72CD4A14531P+1 -0X1.FD944753B68BEP+1 0X1.B2C518A86DA3EP-3    0X1.AE2213530D54AP-6 0X1.8B279E18BA864P-3 -0X1.2FD3774BD026CP-3    NAN
  1982    0X1P-13    0X1.5DC3651AD2D5CP-4 0X1.6F0A2215C43C6P-1 0X1.BD01CEB832E86P-4    0X1.0A6A8E7BF8298P-5 0X1.459BC741D2881P-1 -0X1.A0108B6E21E7EP-2    NAN
  1983    0X1P-13    0X1.3615AE1CD110FP-5 -0X1.1035869A5E653P-1 -0X1.0A7BEB79FD245P-2    0X1.D985C1F7507CDP-2 -0X1.6A3C37DFA06D2P-1 0X1.8EC0519288512P-8    NAN
  1984    0X1P-13    -0X1.5576BD79A8C8P-3 -0X1.3B5838B8BBD54P-2 0X1.15ED462A3A436P-2    0X1.3B14917FE03A7P-1 0X1.44F7800D449ADP-2 0X1.39F1A791C2849P-1    NAN
  1985    0X1P-13    -0X1.F29A06049C777P-3 0X1.19B5BD5B7F332P-1 -0X1.FE69E35944696P-1    -0X1.80294F99AB4B9P-2 -0X1.A230298018ABBP-3 0X1.7AEDFEE2D6055P-7    NAN
  1986    0X1P-13    0X1.24CAB05E1C77DP-9 -0X1.028D86E98CF7DP+0 0X1.F3951A7BC4F95P-1    -0X1.806952DAC8643P-5 -0X1.14F0106F9AE64P-1 0X1.E66BC01B9BA53P-2    NAN
  1987    0X1P-13    0X1.D76AC83B26CB2P-2 0X1.EFBA1BCCEDB9P-3 0X1.FC207B22AFA63P-3    0X1.84ADD61AB2BAEP-1 -0X1.71CE05A45FEA2P-2 0X1.789FB51829E9P-2    NAN
  1988    0X1P-13    -0X1.D248E8AB5F1B6P-1 -0X1.C1D684C06196EP-7 -0X1.37A2CF08DF12BP-1    -0X1.1A847EE0D5B6BP-2 -0X1.2AFB3B906039FP-1 0X1.4CB633913B97AP-8    NAN
  1989    0X1P-13    0X1.51818D0290CEP-2 -0X1.7945CE1EA7734P-5 -0X1.185FCB415E399P-2    -0X1.F26567EA181BBP-2 -0X1.90E3C4BACDC64P-1 -0X1.ED38C47930E87P-2    NAN
  1990    0X1P-13    0X1.6D453272754ACP-2 -0X1.45150017959DEP+1 0X1.0CE49F0141A5FP+0    0X1.96461DE45318DP-3 0X1.D9B69A30B58E2P-7 0X1.B72467E274432P-7    NAN
  1991    0X1P-13    0X1.3E4079EB5DC38P-1 -0X1.4837663F696F4P-3 -0X1.18E265504E5D3P+0    0X1.59E8F378D3A97P-4 -0X1.0300B9A916209P-1 -0X1.2B5415B3E5BBCP-2    NAN
  1992    0X1P-13    -0X1.4D744C97102FEP-2 -0X1.B2E9107DFB62AP-1 -0X1.327428CCC6542P-4    -0X1.45AF5CBC54A9EP-2 -0X1.010940D6BD655P-2 0X1.354F95AF2BAEDP-3    NAN
  1993    0X1P-13    -0X1.0C103B4A820C9P-4 0X1.438F507652312P-7 -0X1.01DE3C911D077P-2    -0X1.8C66EA792877EP-2 -0X1.A4DAB0F14DE87P-2 -0X1.811F5DDEBAFEAP-2    NAN
  1994    0X1P-13    -0X1.07A6B1EACDC63P-2 0X1.19460EDBDD8E3P-2 -0X1.F6886FD4BC448P-3    0X1.1AAE026A740B9P-2 -0X1.27335918D8C33P-1 -0X1.D23E1D19FF3C2P-5    NAN
  1995    0X1P-13    -0X1.87350FFC44BC1P-7 -0X1.440AD5090D518P+0 -0X1.12485DC941E66P+0    -0X1.C9EDD45608ECCP-2 0X1.E9C33262B3B1BP-2 -0X1.0515EE0987DP-17    NAN
  1996    0X1P-13    0X1.3E3F82469C31CP-3 -0X1.08D4BF1E0B662P-4 0X1.E917A365107ECP-3    -0X1.26D351F4CC301P-4 0X1.1F6B17CD0224P-3 0X1.A6567509E1B69P-2    NAN
  1997    0X1P-13    -0X1.0AB12156B9B6AP-4 -0X1.02A25EF800561P-2 -0X1.223D66928CDDEP-5    -0X1.2C92FB1F8D48CP-4 -0X1.A310596296DE6P-2 0X1.B3AA0D13C1EC7P-2    NAN
  1998    0X1P-13    0X1.B93417544F1C5P-3 0X1.9279242CD574BP-3 -0X1.4413F89041BA9P-2    0X1.29DA0CFA0030EP-4 -0X1.013740E8A9DBEP-1 0X1.BBD22EF62BB6P-2    NAN
  1999    0X1P-13    -0X1.6A882F5A64175P-2 -0X1.9D92321E27AF2P-1 0X1.D3C79532BF701P-2    -0X1.027D018C91AFDP-2 -0X1.ABB54265F1961P-5 -0X1.FB9F90D0D68EP-2    NAN
  2000    0X1P-13    -0X1.A62049BA5CAD3P-1 -0X1.71B655DCF72D3P-1 0X1.2D20836B5D626P-1    -0X1.053162F39B85CP-1 -0X1.A52380691E56FP-5 0X1.8781A1B73CBFP-3    NAN
  2001    0X1P-13    -0X1.14A3C780AF291P-3 -0X1.27A4711AA5DC1P-1 0X1.6333A0D86F861P+0    0X1.17D810EE69124P-1 0X1.F3B34DAA4CB4FP-2 -0X1.E5D18530D132BP-3    NAN
  2002    0X1P-13    -0X1.6AB44DE0C891AP-3 0X1.E3492C76F5271P-3 0X1.7E43E0607806AP-5    -0X1.B30E001E16A44P-3 0X1.A54B8A28A1028P-1 0X1.4058723AF74FP-1    NAN
  2003    0X1P-13    0X1.1132F928022E3P-1 0X1.379B48DEEB37FP+2 -0X1.C3A39BF1D73AFP+2    0X1.4FFD4C74CC62EP-3 0X1.89B608027119FP-3 -0X1.0F1AFD1D0733AP-8    NAN
  2004    0X1P-13    -0X1.B7EC1D288F3C6P+1 -0X1.3D47406266BF4P+1 0X1.20CB788D73743P-3    -0X1.487D842D5C33CP-10 0X1.7F654E7928972P-4 0X1.1595153F349F8P-12    NAN
  2005    0X1P-13    -0X1.CF0AB6A00AEC7P-4 -0X1.4CFD7A079008BP-4 -0X1.C9D999078453FP-3    0X1.6ABE077BFED56P-1 0X1.21FEC45105762P-1 0X1.1DA0F35506A2DP-2    NAN
  2006    0X1P-13    0X1.5E0AB68443316P+1 0X1.058D7359C1CD2P+1 -0X1.FF305D8F329A6P-1    0X1.7D134E49537E6P-5 -0X1.CF367C69CD3D7P-2 0X1.C9F2F697E96AAP-4    NAN
  2007    0X1P-13    -0X1.65FC56946E119P-2 0X1.B22C5F67451C9P-2 -0X1.1697759429C45P-1    -0X1.02A71B389DD57P-2 0X1.47020F0AF6521P-1 -0X1.10D4A87E81298P-5    NAN
  2008    0X1P-13    0X1.4D151B23007AAP-2 -0X1.2510E83D21CBDP+0 -0X1.A0ED82FA1F712P-5    0X1.1CADA63ECE6E6P-3 0X1.684DCC2832P-2 0X1.7729927B2069P-2    NAN
  2009    0X1P-13    0X1.82D08FF89501EP-1 0X1.181253495F6B2P+0 0X1.73A0B834E658CP-1    -0X1.F7A12CDEEA327P-5 0X1.11EDD14C711EBP-3 0X1.E36929233C04CP-2    NAN
  2010    0X1P-13    -0X1.DE14BEE5DF32FP+0 -0X1.5DB26AAA2D02BP+2 -0X1.218F39A8C03CCP-1    0X1.51F409320A6B1P-2 0X1.241FABEE659B4P-2 -0X1.C08AC27B55F18P-5    NAN
  2011    0X1P-13    -0X1.2078C90CBD498P-2 -0X1.54F0BF4247946P-3 0X1.D808CB8999B41P-3    0X1.4F52FD39D3C1FP-1 0X1.E1F919728B33AP-2 0X1.36565E4C61C94P-3    NAN
  2012    0X1P-13    -0X1.F6F9CCD02492P-10 0X1.A1C46527F137P-2 -0X1.884E50627D977P-2    -0X1.B9A7E4F40D34P-2 -0X1.584B194E4DFEAP-1 -0X1.49436B04A4E29P-6    NAN
  2013    0X1P-13    -0X1.690CE9FECACCDP-4 -0X1.5831145E1A2BDP-3 -0X1.D62C677E01212P-3    0X1.C038B4216E124P-2 0X1.CC8739B915A6P-2 0X1.96383E62F4BAP-2    NAN
  2014    0X1P-13    -0X1.485BACF0C0709P-2 -0X1.7E0BF10B2D16CP-1 0X1.B21634B8A32E1P-2    0X1.ED279DE2C60C7P-4 0X1.17C28C86E2176P-2 0X1.4824BA58C3EC6P-2    NAN
  2015    0X1P-13    0X1.00FDF5CC37022P-1 -0X1.556518B631E77P-1 -0X1.EB3E458908DC7P-3    0X1.9BEB12FA4F476P-3 0X1.5AE0C3E52B7D7P-1 0X1.AE6CE12168D82P-7    NAN
  2016    0X1P-13    0X1.D53A976FDE554P-4 0X1.14A8DE820FEDDP-3 -0X1.47E075B9FDDF5P-2    -0X1.01C4B845E9AB8P-2 -0X1.2FB8D6F4828C8P-1 -0X1.CFFC4BA6D41A7P-2    NAN
  2017    0X1P-13    -0X1.CAD9E9C13D3DP+0 -0X1.66F7093F5178EP+0 -0X1.28E903691907AP+0    -0X1.E3239746F317CP-4 0X1.0E1A5A23E3917P-2 0X1.05122F9801B42P-1    NAN
  2018    0X1P-13    -0X1.2223EDC6E8CD8P+1 -0X1.FE74A48258B47P+0 0X1.6F4F4392FA904P+1    0X1.26FCAEABEA8FP-4 -0X1.82032BB147D2BP-3 -0X1.731C913A6281EP-2    NAN
  2019    0X1P-13    -0X1.C0FC541D5AAC2P-2 0X1.8FBEF84245CA3P+0 0X1.DCFA843997B8EP-2    -0X1.414B105DDD963P-4 0X1.1447C7609008CP-5 -0X1.FE7DD95723A2CP-3    NAN
  2020    0X1P-13    -0X1.E6906627CF096P+0 0X1.2A1E1457B121CP+1 -0X1.EC1E83BC368B5P-1    0X1.8CB4365F306BDP-4 0X1.0C4F6F5EE51BFP-1 -0X1.44B5AA5C7B123P-6    NAN
  2021    0X1P-13    0X1.3DE914BA72C8BP-6 0X1.DA95BF673F504P-7 0X1.B71F6D804E174P-2    -0X1.9F6750413086CP-4 0X1.AFCAB6C51B347P-2 0X1.2C5DF33788274P-2    NAN
  2022    0X1P-13    0X1.11CF4B0989576P-4 0X1.6B653E02E5A17P-2 -0X1.2C54FB638BC36P-2    -0X1.B3EE6A0C2A0AFP-4 0X1.18F546D858509P-1 -0X1.759D740291BD5P-5    NAN
  2023    0X1P-13    -0X1.1B7836B6263E1P-2 -0X1.4C99E9D4A1E61P-2 0X1.FEFEF731D1F9CP-4    0X1.BD41D7A5FA121P-4 -0X1.3B116FB80EF8CP-1 0X1.34254C4859F1P-1    NAN
  2024    0X1P-13    0X1.2571DADBD83DCP-3 0X1.2DD8098E2DC1BP-1 0X1.5DDC0BD4F546AP-1    0X1.9E4689A660CB2P-3 0X1.5F69567916879P-1 -0X1.AF0BF1476D98CP-4    NAN
  2025    0X1P-13    -0X1.A80F82109B457P-4 0X1.427262FC0230AP-4 0X1.719A876F26BD6P-3    -0X1.78F60E70F359EP-2 -0X1.036E5EEA53878P-3 0X1.1E4308F8235DAP-3    NAN
  2026    0X1P-13    0X1.9984566F54374P-3 -0X1.252313C67D1EDP-2 -0X1.C251BCED297BP-6    -0X1.A2B73CFE94A81P-5 -0X1.30361E70FC868P-2 0X1.1F3D28D1F1ECCP-1    NAN
  2027    0X1P-13    0X1.8274F760A00DDP+0 0X1.7C87E91B9BEA4P-5 -0X1.257076EB11F94P-2    0X1.A4D27E8168C35P-3 -0X1.5525F3ECB2FB7P-1 0X1.41C424303713EP-3    NAN
  2028    0X1P-13    0X1.7C3F9424EF7A8P-3 -0X1.3D465205ACA3CP-4 -0X1.1817FC27DDC73P-1    0X1.0B7D3BCFCB23FP-1 0X1.3E6DBB53599A6P-1 -0X1.5EBD9E06039CFP-2    NAN
  2029    0X1P-13    0X1.3C8D1DB35F0B8P-3 0X1.077E53B9777C5P+0 -0X1.07D9A2042DC45P-1    -0X1.82278DBE0150BP-2 0X1.47ED634C8B6BP-4 -0X1.CD4BE2A7A25B5P-7    NAN
  2030    0X1P-13    0X1.E529DD5CA3704P-5 -0X1.ED51A280A410CP-5 0X1.4D6B0D95281ABP-5    0X1.A46DAA2B5F3BCP-3 0X1.592FE32DE3D12P-1 -0X1.7FE959E5A8DA4P-4    NAN
  2031    0X1P-13    -0X1.47154CCDFF568P-9 0X1.2EE54BF289DE2P-3 -0X1.E4B6B0F62F60AP-8    -0X1.61063FFA4F622P-2 -0X1.1B2218920538AP-1 0X1.6D27C89CF4B34P-1    NAN
  2032    0X1P-13    0X1.984F1A74042A8P-2 0X1.913A4E10D4912P-2 0X1.21F4A4DDBC913P-4    -0X1.5AED3D03BF8EDP-1 -0X1.FB4BD873208A9P-2 -0X1.A46A80C7A2E47P-2    NAN
  2033    0X1P-13    -0X1.22731F0EACFA9P-1 -0X1.1C920D0E3EF81P-2 -0X1.DDCA8870F915P+0    -0X1.B87FED5CE31CEP-3 0X1.FAAFFAE051B39P-4 0X1.2AF152CED1C2BP-3    NAN
  2034    0X1P-13    -0X1.ED1C50FE8423P-3 -0X1.26D130E01FE16P-5 0X1.FA9F7CEC82C3FP-3    0X1.5227A8DE3E9DBP-1 0X1.65C8EFE903CA1P-2 -0X1.B198A64DF829DP-2    NAN
  2035    0X1P-13    0X1.A6F1A63D7AFAP-2 0X1.68019C6454C35P-4 -0X1.337E2D91244D7P-5    -0X1.8717F29AE0C8P-3 0X1.9CC6AAB9938F8P-2 0X1.88FFE33238761P-3    NAN
  2036    0X1P-13    0X1.1502CFCD2980DP-1 -0X1.6B12A32DDFABP-4 0X1.C66B5782ADAF1P-4    0X1.78F1930446E72P-6 -0X1.EF695D3554FC8P-3 0X1.EEE3CE47E90C6P-2    NAN
  2037    0X1P-13    -0X1.58F65B89E49FP-3 0X1.06679498FB813P-1 0X1.86ADCFBFDF292P-2    -0X1.A02B0B5065BE4P-1 -0X1.3DEFE7D024304P-1 0X1.32762A347A6EEP-2    NAN
  2038    0X1P-13    0X1.3A6FD47011B1EP-2 0X1.08FA2C7AB98EAP-2 0X1.B5614452F763P-2    -0X1.69B68DE9A70B5P-2 -0X1.8E5B06F3035FEP-2 0X1.BA451E8DFF14BP-2    NAN
  2039    0X1P-13    0X1.F7B578D92BEB4P-2 -0X1.BE31F775C9898P-3 0X1.A4647EF953D83P-2    0X1.9E42E86C3FA3P-5 0X1.959FA73E3A3A8P-3 -0X1.3C7BD7CC77D08P-2    NAN
  2040    0X1P-13    0X1.973CAD45FFC5P-4 0X1.B97746B58F209P-3 -0X1.021047B8A9C21P-1    0X1.696063F0FD792P-3 -0X1.3D8EADFFAD31AP-2 0X1.2CCC13C838E71P-1    NAN
  2041    0X1P-13    -0X1.2E0D615EFD3E1P-1 -0X1.9FF2B389573D3P-4 0X1.53B48F6B71989P-3    0X1.0CC4171BEBB3P-2 -0X1.D4AD69670CC77P-2 0X1.18A516277A9CBP-1    NAN
  2042    0X1P-13    -0X1.7A4A8C453DA6FP-3 0X1.96DDB1728D4D7P+0 0X1.EDBCCE390294FP-1    -0X1.5449F7EA8BA0CP-4 0X1.6EACF0B3A4984P-8 0X1.1DC18D5FFF145P-3    NAN
  2043    0X1P-13    0X1.2BA6FFF400538P-4 -0X1.520BD7153BC9P-3 0X1.AE9FC90C4533BP-4    0X1.B359BBE65453FP-5 -0X1.616201D3536ADP-1 -0X1.339CAC5C6419EP-9    NAN
  2044    0X1P-13    -0X1.890368A3F1DF4P-5 0X1.E22BCAC2E899EP-6 -0X1.ECFE3E351E247P-2    -0X1.8C72E2E810FE5P-2 -0X1.F081BBBF8D10FP-2 0X1.728DA71BE6374P-3    NAN
  2045    0X1P-13    0X1.5C1259037932DP-3 0X1.92FDDEB7E27E3P-4 0X1.04DF053007B9CP-2    0X1.9F4E5D6EACA39P-2 -0X1.C3EE6A0BF1C82P-3 -0X1.369098B6E154EP-1    NAN
  2046    0X1P-13    -0X1.9BDCA252CB59FP-3 -0X1.6A6C875A7377FP+0 0X1.2F2BB547F8263P+0    0X1.D320D179B150CP-4 -0X1.51BC481676314P-1 -0X1.0386C97CBFAADP-4    NAN
  2047    0X1P-13    -0X1.051625981E2C2P-3 0X1.9FEDAC8490C38P-1 0X1.A3E8813D462DFP-2    0X1.BE149FD789D3CP-3 -0X1.715001DCFDF5BP-2 0X1.ABBFF29CDAF53P-3    NAN
  2048    0X1P-13    0X1.35F0E6AD75345P-1 0X1.A8FE1BC1CCDC1P+0 0X1.23EA2B2E0CBFCP+1    -0X1.0FC36B0433EDEP-2 -0X1.63BC30CBADA43P-2 0X1.928295BCACB7BP-3    NAN
  2049    0X1P-13    -0X1.AFB15D9468AA3P-3 0X1.9161F1A55D462P-2 -0X1.780C7D2423BFP-5    0X1.FAC47D66BE96FP-6 -0X1.12AF9B7603589P-6 0X1.A639A8C688EE4P-6    NAN
  2050    0X1P-13    0X1.27C92509BC8ABP-1 0X1.022C8EC6013E1P-1 0X1.30083759ABEFBP+1    0X1.90C0348675F8EP-4 0X1.47308B009F049P-4 0X1.F77B6E3B6A787P-2    NAN
  2051    0X1P-13    0X1.5632ECAE48746P-1 0X1.103F86EE4CA3FP-2 -0X1.6125E182B6DCBP-1    0X1.C221B3403CE18P-1 -0X1.5974B396C0CCFP-2 -0X1.11F3F68BC2F6P-2    NAN
  2052    0X1P-13    0X1.49FF9AE0D0DB8P-2 0X1.B55678AE08804P-2 0X1.09A5E6FEE3521P-2    0X1.F89634F8BED6EP-3 -0X1.C70038A448EE2P-1 -0X1.8E06967430BC8P-1    NAN
  2053    0X1P-13    -0X1.324ABF9C495DEP-3 -0X1.7B28639D2D4D2P-2 0X1.0EE6FC673D8A7P-5    -0X1.481B4F09151C4P-3 -0X1.2E0C59A6213ADP-1 -0X1.193A31ACB2255P-4    NAN
  2054    0X1P-13    -0X1.CA2BC933AB2B3P+0 -0X1.6880CD21B8C6CP+0 -0X1.EF6444D94B075P-1    -0X1.40C5269A140DDP-3 0X1.C50737231CD51P-2 -0X1.757418115EE34P-7    NAN
  2055    0X1P-13    0X1.473ABC5063E86P+1 0X1.D37CF43B406C6P+0 0X1.217F8F6A5CFBCP+0    -0X1.0F1A6970F23B4P-1 -0X1.1B1443320EA7AP-2 -0X1.B3DAF7578EC8BP-4    NAN
  2056    0X1P-13    0X1.3161D132C4C86P-1 0X1.43CE89DEDAEA1P-3 0X1.0277602DABFC4P-4    0X1.920E36EB0DDC7P-2 -0X1.586DD2E24D96EP-1 -0X1.930ACEC298F97P-4    NAN
  2057    0X1P-13    0X1.606338E3F3D02P-4 0X1.3C6B6655AD14DP-2 0X1.0D92A1E008BC7P-2    -0X1.0F1DCCCEB34F7P-3 0X1.38478716734D1P-1 0X1.500F5AD9A6F11P-2    NAN
  2058    0X1P-13    0X1.AF3E7CAE7E7D2P-7 0X1.AB3B66A430913P-3 -0X1.22E14E4B56616P-6    0X1.5F124F9F34C29P-2 0X1.0DDEF487C4D24P-1 0X1.0D401A0E9BD98P-3    NAN
